source,target,mor
JUNB,hsa-miR-494-3p,1
SP1,hsa-miR-199a-1-3p,-1
SP1,hsa-miR-199a-2-3p,-1
YY1,hsa-miR-5590-3p,-1
NFKB1,hsa-miR-612-3p,1
EGFR,hsa-miR-193a-3p,-1
TP53,hsa-miR-193a-3p,1
NRF1,hsa-miR-140-3p,1
MYOD1,hsa-miR-501-3p,1
SMAD3,hsa-miR-362-3p,1
SMAD2,hsa-miR-362-3p,1
SOX4,hsa-miR-20a-3p,1
SOX4,hsa-miR-18-3p,1
SOX4,hsa-miR-19b-1-3p,1
SOX4,hsa-miR-19a-3p,1
SOX4,hsa-miR-92-1-3p,1
CREB1,hsa-miR-200c-3p,1
PPARG,hsa-miR-381-3p,1
TP63,hsa-miR-27a-3p,1
YY1,hsa-miR-520c-3p,1
GATA4,hsa-miR-590-3p,1
GATA4,hsa-miR-320a-3p,1
GATA4,hsa-miR-32-3p,1
GATA4,hsa-miR-301b-3p,1
STAT3,hsa-miR-539-3p,1
SREBF2,hsa-miR-29-3p,1
KDM4A,hsa-miR-29-3p,1
MYB,hsa-miR-363-3p,1
E2F4,hsa-miR-449-3p,1
MYC,hsa-miR-567-3p,-1
FOXP1,hsa-miR-449b-3p,-1
HDAC1,hsa-miR-146a-3p,-1
EP300,hsa-miR-146a-3p,-1
HIF1A,hsa-miR-26a-2-3p,1
ETS2,hsa-miR-155-3p,1
GABPA,hsa-miR-34a-3p,1
ELK1,hsa-miR-31-3p,1
ETS1,hsa-miR-146a-3p,1
ETS1,hsa-miR-181b-3p,-1
ETS1,hsa-miR-181c-3p,-1
ETS1,hsa-miR-182-3p,-1
ETS1,hsa-miR-183-3p,-1
ETS1,hsa-miR-192-3p,-1
ETS1,hsa-miR-21-3p,-1
ETS1,hsa-miR-222-3p,1
ETS1,hsa-miR-301-3p,-1
ETS1,hsa-miR-31-3p,-1
ETS1,hsa-miR-320a-3p,-1
ETS1,hsa-miR-96-3p,-1
ETS2,hsa-miR-196b-3p,-1
ETV4,hsa-miR-125a-3p,-1
ETV4,hsa-miR-200b-3p,1
EZH2,hsa-let-7c-3p,-1
ETS1,hsa-miR-126-3p,1
EZH2,hsa-miR-1-3p,-1
ESR2,hsa-miR-7-3p,-1
ESR2,hsa-miR-27b-3p,1
ESR1,hsa-miR-18a-3p,1
ESR1,hsa-miR-18b-3p,1
ESR1,hsa-miR-19a-3p,1
ESR1,hsa-miR-19b-3p,1
ESR1,hsa-miR-19b-2-3p,1
ESR1,hsa-miR-20a-3p,1
ESR1,hsa-miR-20b-3p,1
ESR1,hsa-miR-21-3p,1
ESR1,hsa-miR-22-3p,-1
ESR1,hsa-miR-221-3p,1
ESR1,hsa-miR-222-3p,1
ESR1,hsa-miR-363-3p,1
ESR1,hsa-miR-497-3p,1
ESR1,hsa-miR-7-3p,-1
ESR1,hsa-miR-92a-3p,1
ESR1,hsa-miR-92a-2-3p,1
ESR1,hsa-miR-99a-3p,1
ESR2,hsa-miR-23b-3p,1
ESR2,hsa-miR-24-1-3p,1
ESR2,hsa-miR-30a-3p,-1
ESR1,hsa-miR-181b-1-3p,-1
EZH2,hsa-miR-26a-1-3p,-1
EZH2,hsa-miR-27a-3p,-1
EZH2,hsa-miR-30a-3p,-1
EZH2,hsa-miR-30b-3p,-1
EZH2,hsa-miR-31-3p,-1
EZH2,hsa-miR-34a-3p,-1
EZH2,hsa-miR-429-3p,-1
EZH2,hsa-miR-568-3p,-1
EZH2,hsa-miR-622-3p,-1
EZH2,hsa-miR-9-1-3p,-1
EZH2,hsa-miR-9-2-3p,-1
F2,hsa-miR-222-3p,1
EZH2,hsa-miR-23a-3p,-1
EZH2,hsa-miR-218-1-3p,-1
EZH2,hsa-miR-101-1-3p,-1
EZH2,hsa-miR-125b-3p,-1
EZH2,hsa-miR-129-2-3p,-1
EZH2,hsa-miR-139-3p,-1
EZH2,hsa-miR-141-3p,-1
EZH2,hsa-miR-146a-3p,-1
EZH2,hsa-miR-155-3p,-1
EZH2,hsa-miR-181b-3p,-1
EZH2,hsa-miR-200a-3p,-1
EZH2,hsa-miR-200b-3p,-1
EZH2,hsa-miR-200c-3p,-1
EZH2,hsa-miR-218-3p,-1
ESR1,hsa-miR-181a-1-3p,-1
ESR1,hsa-miR-17-3p,1
ESR1,hsa-miR-145-3p,1
EGR1,hsa-miR-199a-2-3p,1
FOXP3,hsa-miR-187-3p,-1
EGR1,hsa-miR-20b-3p,1
EGR1,hsa-miR-214-3p,1
EGR1,hsa-miR-181c-3p,1
EED,hsa-miR-200b-3p,-1
EED,hsa-miR-200c-3p,-1
EED,hsa-miR-429-3p,-1
EGFR,hsa-miR-1-3p,-1
EGFR,hsa-miR-1-1-3p,-1
EGFR,hsa-miR-96-3p,1
EGR1,hsa-miR-124-3p,1
EGR1,hsa-miR-148a-3p,1
EGR1,hsa-miR-152-3p,1
EGR1,hsa-miR-181d-3p,1
EGR2,hsa-miR-142-3p,-1
EGR3,hsa-miR-146a-3p,1
EP300,hsa-miR-21-3p,1
EPAS1,hsa-miR-181c-3p,1
EPAS1,hsa-miR-210-3p,1
EPAS1,hsa-miR-23a-3p,1
EPAS1,hsa-miR-24-3p,1
EPAS1,hsa-miR-24-2-3p,1
EPAS1,hsa-miR-26-3p,1
EPAS1,hsa-miR-27a-3p,1
EPAS1,hsa-miR-29b-2-3p,1
EPAS1,hsa-miR-29c-3p,1
EPAS1,hsa-miR-302-3p,1
EPAS1,hsa-miR-30b-3p,1
EPAS1,hsa-miR-30d-3p,1
ERG,hsa-miR-200c-3p,-1
ESR1,hsa-let-7c-3p,1
ESR1,hsa-miR-106a-3p,1
ESR1,hsa-miR-125b-3p,1
ESR1,hsa-miR-140-3p,-1
ESR1,hsa-miR-143-3p,1
EP300,hsa-miR-200c-3p,-1
EP300,hsa-miR-150-3p,1
EP300,hsa-miR-141-3p,-1
EMX2,hsa-miR-181b-2-3p,1
EGR3,hsa-miR-146b-3p,1
EGR3,hsa-miR-195-3p,1
EHF,hsa-let-7b-3p,1
EHF,hsa-miR-424-3p,-1
EHMT2,hsa-let-7b-3p,-1
EHMT2,hsa-miR-200c-3p,-1
ELK1,hsa-miR-144-3p,1
ELK1,hsa-miR-17-3p,1
ELK1,hsa-miR-18a-3p,1
ELK1,hsa-miR-19a-3p,1
FGF21,hsa-miR-33a-3p,-1
ELK1,hsa-miR-19b-1-3p,1
ELK1,hsa-miR-20a-3p,1
ELK1,hsa-miR-210-3p,1
ELK1,hsa-miR-34a-3p,1
ELK1,hsa-miR-92a-1-3p,1
ELK3,hsa-miR-155-3p,-1
EMSY,hsa-miR-31-3p,-1
EMX2,hsa-miR-181a-1-3p,1
EMX2,hsa-miR-181a-2-3p,1
EMX2,hsa-miR-181b-1-3p,1
ELK1,hsa-miR-200b-3p,-1
FGF21,hsa-miR-33b-3p,-1
FLI1,hsa-let-7a-3p,1
HDAC4,hsa-miR-34a-3p,-1
HDAC4,hsa-miR-429-3p,-1
HDAC9,hsa-miR-376a-3p,-1
HES1,hsa-miR-17-3p,1
HES1,hsa-miR-18a-3p,1
HES1,hsa-miR-19a-3p,1
HES1,hsa-miR-19b-1-3p,1
HES1,hsa-miR-205-3p,-1
HES1,hsa-miR-20a-3p,1
HES1,hsa-miR-92a-1-3p,1
HES5,hsa-miR-342-3p,-1
HEY1,hsa-miR-223-3p,-1
HIF1A,hsa-let-7a-3p,1
HIF1A,hsa-let-7e-3p,1
HIF1A,hsa-miR-101-3p,-1
HIF1A,hsa-miR-103-3p,1
HIF1A,hsa-miR-107-3p,1
HIF1A,hsa-miR-1271-3p,1
HIF1A,hsa-miR-128-1-3p,1
HDAC4,hsa-miR-29c-3p,1
HIF1A,hsa-miR-130a-3p,1
HDAC4,hsa-miR-29b-1-3p,-1
HDAC4,hsa-miR-200b-3p,-1
HDAC2,hsa-miR-130a-3p,-1
HDAC2,hsa-miR-141-3p,-1
HDAC2,hsa-miR-155-3p,-1
HDAC2,hsa-miR-182-3p,-1
HDAC2,hsa-miR-200a-3p,-1
HDAC2,hsa-miR-200b-3p,-1
HDAC2,hsa-miR-200c-3p,-1
HDAC2,hsa-miR-424-3p,-1
HDAC2,hsa-miR-429-3p,-1
HDAC2,hsa-miR-503-3p,-1
HDAC2,hsa-miR-96-3p,-1
HDAC3,hsa-miR-181a-1-3p,-1
HDAC3,hsa-miR-195-3p,-1
HDAC3,hsa-miR-30d-3p,-1
HDAC3,hsa-miR-96-3p,-1
HDAC4,hsa-miR-155-3p,-1
HDAC4,hsa-miR-185-3p,-1
HDAC4,hsa-miR-200a-3p,1
HDAC4,hsa-miR-29a-3p,-1
HIF1A,hsa-miR-143-3p,1
HIF1A,hsa-miR-145-3p,1
HIF1A,hsa-miR-213-3p,1
HIF1A,hsa-miR-214-3p,1
HIF1A,hsa-miR-218-2-3p,1
HIF1A,hsa-miR-224-3p,1
HIF1A,hsa-miR-23b-3p,1
HIF1A,hsa-miR-24-3p,1
HIF1A,hsa-miR-24-2-3p,1
HIF1A,hsa-miR-26-3p,1
HIF1A,hsa-miR-29b-2-3p,1
HIF1A,hsa-miR-29c-3p,1
HIF1A,hsa-miR-301a-3p,1
HIF1A,hsa-miR-302-3p,1
HIF1A,hsa-miR-30b-3p,1
HIF1A,hsa-miR-155-3p,1
HIF1A,hsa-miR-181c-3p,1
HIF1A,hsa-miR-182-3p,1
HIF1A,hsa-miR-183-3p,1
HIF1A,hsa-miR-185-3p,1
HDAC1,hsa-miR-503-3p,-1
HIF1A,hsa-miR-199a-2-3p,1
HIF1A,hsa-miR-204-3p,1
HIF1A,hsa-miR-205-3p,-1
HIF1A,hsa-miR-193a-3p,1
EED,hsa-miR-200a-3p,-1
HDAC1,hsa-miR-429-3p,-1
HDAC1,hsa-miR-34a-3p,-1
FOXM1,hsa-miR-429-3p,-1
FOXO1,hsa-miR-491-3p,1
FOXO3,hsa-let-7b-3p,1
FOXO3,hsa-miR-1-3p,1
FOXO3,hsa-miR-30d-3p,1
FOXO3,hsa-miR-34a-3p,1
FOXO3,hsa-miR-34b-3p,1
FOXO3,hsa-miR-34c-3p,1
FOXO3,hsa-miR-622-3p,1
FOXP3,hsa-miR-142-3p,-1
FOXP3,hsa-miR-146a-3p,1
FOXP3,hsa-miR-146b-3p,1
FOXP3,hsa-miR-155-3p,1
FOXP3,hsa-miR-183-3p,1
FOXP3,hsa-miR-7-3p,1
FUS,hsa-miR-141-3p,1
FUS,hsa-miR-200a-3p,1
FOXM1,hsa-miR-200c-3p,-1
GATA1,hsa-miR-138-2-3p,1
FOXM1,hsa-miR-200b-3p,-1
FOXM1,hsa-miR-141-3p,-1
FOS,hsa-miR-23a-3p,1
FOS,hsa-miR-31-3p,1
FOSB,hsa-miR-155-3p,1
FOSB,hsa-miR-22-3p,1
FOSL1,hsa-miR-134-3p,1
FOSL1,hsa-miR-221-3p,1
FOSL1,hsa-miR-222-3p,1
FOXA2,hsa-miR-122-3p,1
FOXA2,hsa-miR-29a-3p,1
FOXA2,hsa-miR-29b-1-3p,1
FOXA2,hsa-miR-29b-2-3p,1
FOXA2,hsa-miR-29c-3p,1
FOXD3,hsa-miR-137-3p,1
FOXD3,hsa-miR-214-3p,1
FOXD3,hsa-miR-496-3p,1
FOXF2,hsa-miR-200a-3p,-1
FOXF2,hsa-miR-200b-3p,-1
FOXF2,hsa-miR-429-3p,-1
FOXJ1,hsa-miR-449a-3p,1
FOXM1,hsa-miR-135b-3p,1
FOXM1,hsa-miR-200a-3p,-1
GATA1,hsa-miR-144-3p,1
GATA1,hsa-miR-146b-3p,1
GATA1,hsa-miR-148a-3p,1
GATA6,hsa-miR-30d-3p,-1
GATA6,hsa-miR-30e-3p,-1
GFI1,hsa-miR-196b-3p,-1
GFI1,hsa-miR-21-3p,-1
GLI1,hsa-miR-29a-3p,-1
GLI1,hsa-miR-29b-1-3p,-1
GNRH1,hsa-miR-132-3p,1
GNRH1,hsa-miR-212-3p,1
GRHL2,hsa-miR-141-3p,1
GRHL2,hsa-miR-200b-3p,1
GRHL2,hsa-miR-200c-3p,1
GRHL2,hsa-miR-203a-3p,1
GRHL2,hsa-miR-429-3p,1
GRHL3,hsa-miR-21-3p,-1
HDAC1,hsa-miR-124-3p,-1
HDAC1,hsa-miR-200a-3p,-1
HDAC1,hsa-miR-200b-3p,-1
GATA4,hsa-miR-451-3p,1
GATA4,hsa-miR-144-3p,1
GATA3,hsa-miR-29b-3p,1
GATA3,hsa-miR-200c-3p,-1
GATA1,hsa-miR-196b-3p,1
GATA1,hsa-miR-23a-3p,1
GATA1,hsa-miR-24-2-3p,1
GATA1,hsa-miR-27a-3p,1
GATA1,hsa-miR-361-3p,1
GATA1,hsa-miR-431-3p,1
GATA1,hsa-miR-451-3p,1
GATA1,hsa-miR-889-3p,1
GATA2,hsa-miR-148a-3p,1
HDAC1,hsa-miR-424-3p,-1
GATA2,hsa-miR-194-3p,1
GATA2,hsa-miR-23a-3p,-1
GATA2,hsa-miR-24-2-3p,-1
GATA2,hsa-miR-27a-3p,-1
GATA2,hsa-miR-30c-3p,1
GATA2,hsa-miR-30e-3p,1
GATA2,hsa-miR-31-3p,1
GATA3,hsa-miR-125a-3p,1
GATA3,hsa-miR-138-1-3p,1
GATA3,hsa-miR-138-2-3p,1
GATA3,hsa-miR-200a-3p,-1
GATA3,hsa-miR-200b-3p,-1
GATA2,hsa-miR-221-3p,-1
EED,hsa-miR-155-3p,-1
EED,hsa-miR-141-3p,-1
BRD7,hsa-miR-141-3p,-1
CAMP,hsa-miR-155-3p,1
CBX7,hsa-miR-9-1-3p,-1
CBX7,hsa-miR-9-2-3p,-1
CCND1,hsa-miR-17-3p,1
CCND1,hsa-miR-18a-3p,1
CCND1,hsa-miR-19a-3p,1
CCND1,hsa-miR-19b-1-3p,1
CCND1,hsa-miR-20a-3p,1
BRD4,hsa-miR-155-3p,1
CDK4,hsa-miR-141-3p,1
CDK4,hsa-miR-146b-3p,1
CDKN2A,hsa-miR-141-3p,1
CDKN2A,hsa-miR-146b-3p,1
CDKN2A,hsa-miR-410-3p,1
CDX1,hsa-miR-215-3p,1
CDX2,hsa-miR-125b-3p,1
CDX2,hsa-miR-615-3p,1
CCND1,hsa-miR-92a-1-3p,1
BRD4,hsa-miR-146a-3p,1
BRCA1,hsa-miR-593-3p,1
BMP2,hsa-miR-31-3p,1
BMP4,hsa-miR-145-3p,1
BMP4,hsa-miR-200a-3p,1
BMP4,hsa-miR-200b-3p,1
BMP4,hsa-miR-200c-3p,1
BMP4,hsa-miR-205-3p,1
BMP6,hsa-miR-21-3p,-1
BMPR1A,hsa-miR-17-3p,1
BMPR1A,hsa-miR-18a-3p,1
BMPR1A,hsa-miR-19a-3p,1
BMPR1A,hsa-miR-19b-1-3p,1
BMPR1A,hsa-miR-20a-3p,1
BMPR1A,hsa-miR-92a-1-3p,1
BRCA1,hsa-miR-146a-3p,1
BRCA1,hsa-miR-146b-3p,1
BRCA1,hsa-miR-155-3p,-1
CEBPA,hsa-let-7a-1-3p,1
BMP2,hsa-miR-24-1-3p,1
CEBPA,hsa-miR-100-3p,1
CEBPB,hsa-miR-20a-3p,-1
CEBPB,hsa-miR-223-3p,1
CEBPB,hsa-miR-31-3p,1
CEBPB,hsa-miR-424-3p,-1
CEBPB,hsa-miR-503-3p,-1
CEBPB,hsa-miR-542-3p,1
CEBPB,hsa-miR-92a-1-3p,-1
CEBPD,hsa-miR-135a-3p,1
CEBPD,hsa-miR-193b-3p,1
CFTR,hsa-miR-193b-3p,1
EED,hsa-miR-146a-3p,-1
CEBPB,hsa-miR-203-3p,-1
CREB1,hsa-miR-132-3p,1
CREB1,hsa-miR-148a-3p,1
CREB1,hsa-miR-15b-3p,1
CREB1,hsa-miR-21-3p,1
CREB1,hsa-miR-212-3p,1
CEBPB,hsa-miR-19b-1-3p,-1
CEBPB,hsa-miR-19a-3p,-1
CEBPB,hsa-miR-198-3p,1
CEBPA,hsa-miR-101-2-3p,1
CEBPA,hsa-miR-122-3p,1
CEBPA,hsa-miR-125b-1-3p,1
CEBPA,hsa-miR-134-3p,1
CEBPA,hsa-miR-181a-3p,-1
CEBPA,hsa-miR-182-3p,-1
CEBPA,hsa-miR-223-3p,1
CEBPA,hsa-miR-26a-3p,1
CEBPA,hsa-miR-30c-1-3p,1
CEBPA,hsa-miR-30c-2-3p,1
CEBPA,hsa-miR-34a-3p,1
CEBPB,hsa-miR-143-3p,1
CEBPB,hsa-miR-146b-3p,1
CEBPB,hsa-miR-17-3p,-1
CEBPB,hsa-miR-181c-3p,1
CEBPB,hsa-miR-18a-3p,-1
CEBPA,hsa-miR-1-3p,1
CREB1,hsa-miR-23a-3p,1
BMI1,hsa-miR-31-3p,-1
BMI1,hsa-miR-141-3p,-1
HIF1A,hsa-miR-30a-3p,-1
KLF4,hsa-miR-101-3p,1
SOX18,hsa-miR-204-3p,1
TP53,hsa-miR-424-3p,-1
MITF,hsa-miR-579-3p,1
FOXM1,hsa-miR-509-3p,-1
MYB,hsa-miR-4741-3p,1
RELA,hsa-miR-374a-3p,1
AGO2,hsa-miR-155-3p,-1
AHR,hsa-miR-25-3p,1
AHR,hsa-miR-93-3p,1
AKT1,hsa-let-7e-3p,1
AKT1,hsa-miR-125b-3p,-1
AKT1,hsa-miR-155-3p,-1
AKT1,hsa-miR-181c-3p,1
AKT1,hsa-miR-22-3p,1
AHR,hsa-miR-106b-3p,1
KDM5B,hsa-miR-140-3p,-1
EGR1,hsa-miR-21-3p,1
FOXO1,hsa-miR-506-3p,1
NR5A1,hsa-miR-145-3p,1
NFIC,hsa-miR-204-3p,1
NFKB1,hsa-miR-20a-3p,1
SOX9,hsa-miR-96-3p,-1
TCF3,hsa-miR-143-3p,1
BCL11A,hsa-miR-365-1-3p,-1
HDAC4,hsa-miR-134-3p,-1
ATF2,hsa-miR-3913-1-3p,-1
NFKB1,hsa-miR-1262-3p,-1
HNF4A,hsa-miR-146a-3p,1
GABPA,hsa-miR-34b-3p,1
KLF9,hsa-miR-494-3p,1
HOXD9,hsa-miR-451a-3p,-1
SP1,hsa-miR-29b-1-3p,-1
TP53,hsa-miR-29b-1-3p,-1
MYC,hsa-miR-223-3p,1
BMI1,hsa-miR-200c-3p,-1
AKT2,hsa-miR-22-3p,1
ARNT,hsa-miR-106b-3p,1
ARNT,hsa-miR-25-3p,1
ARNT,hsa-miR-93-3p,1
ASCL2,hsa-miR-141-3p,-1
ASCL2,hsa-miR-200a-3p,-1
ASCL2,hsa-miR-200b-3p,-1
ASCL2,hsa-miR-200c-3p,-1
ASCL2,hsa-miR-429-3p,-1
ASH1L,hsa-miR-375-3p,1
ATF3,hsa-miR-199a-2-3p,-1
ATF3,hsa-miR-590-3p,-1
ARNT,hsa-miR-101-3p,-1
ATF4,hsa-miR-106b-3p,-1
ATF4,hsa-miR-93-3p,-1
ATOH8,hsa-miR-126-3p,1
ATOH8,hsa-miR-221-3p,-1
BANP,hsa-miR-221-3p,-1
BANP,hsa-miR-222-3p,-1
BCL2L2,hsa-miR-29c-3p,1
BCL6,hsa-miR-155-3p,-1
BCL6,hsa-miR-361-3p,-1
BCLAF1,hsa-miR-218-3p,-1
BCR,hsa-miR-155-3p,1
BMI1,hsa-let-7i-3p,-1
ATF4,hsa-miR-25-3p,-1
AR,hsa-miR-99a-3p,-1
AR,hsa-miR-92a-1-3p,1
AR,hsa-miR-539-3p,1
AKT3,hsa-miR-22-3p,1
APEX1,hsa-miR-125b-2-3p,1
APEX1,hsa-miR-133b-3p,1
AR,hsa-let-7a-3p,1
AR,hsa-let-7c-3p,-1
AR,hsa-miR-1-2-3p,1
AR,hsa-miR-101-3p,1
AR,hsa-miR-125b-2-3p,1
AR,hsa-miR-133b-3p,1
AR,hsa-miR-145-3p,-1
AR,hsa-miR-17-3p,1
AR,hsa-miR-182-3p,1
AR,hsa-miR-18a-3p,1
AR,hsa-miR-190a-3p,-1
AR,hsa-miR-19a-3p,1
AR,hsa-miR-19b-1-3p,1
AR,hsa-miR-20a-3p,1
AR,hsa-miR-21-3p,1
AR,hsa-miR-216a-3p,1
AR,hsa-miR-27a-3p,1
CREB1,hsa-miR-302a-3p,1
E2F1,hsa-miR-17-3p,1
E2F2,hsa-miR-92a-1-3p,1
E2F2,hsa-miR-92a-3p,1
E2F2,hsa-miR-25-3p,1
E2F1,hsa-miR-15a-3p,1
E2F1,hsa-miR-15b-3p,1
E2F1,hsa-miR-16-3p,1
E2F2,hsa-miR-20a-3p,1
E2F2,hsa-miR-19b-1-3p,1
E2F2,hsa-miR-19a-3p,1
E2F2,hsa-miR-18a-3p,1
E2F2,hsa-miR-17-3p,1
E2F3,hsa-let-7a-3p,1
E2F3,hsa-let-7i-3p,1
E2F3,hsa-miR-106b-3p,1
E2F1,hsa-miR-106b-3p,1
DNMT3A,hsa-miR-29b-1-3p,-1
DNMT3B,hsa-miR-217-3p,-1
DNMT3B,hsa-miR-29a-3p,-1
E2F3,hsa-miR-19a-3p,1
E2F3,hsa-miR-195-3p,1
E2F3,hsa-miR-18a-3p,1
E2F3,hsa-miR-17-3p,1
DNMT3B,hsa-miR-29b-3p,-1
DNMT3B,hsa-miR-29b-1-3p,-1
E2F3,hsa-miR-15a-3p,1
DOK7,hsa-miR-495-3p,1
DPF2,hsa-miR-223-3p,-1
DTX1,hsa-miR-21-3p,1
E2F1,hsa-let-7a-3p,1
E2F1,hsa-let-7i-3p,1
E2F3,hsa-miR-15b-3p,1
DNMT3A,hsa-miR-29b-3p,-1
E2F1,hsa-miR-16-1-3p,1
E2F1,hsa-miR-519d-3p,-1
E2F1,hsa-miR-452-3p,1
E2F1,hsa-miR-449c-3p,1
E2F1,hsa-miR-449b-3p,1
E2F1,hsa-miR-23b-3p,-1
E2F1,hsa-miR-24-1-3p,-1
E2F1,hsa-miR-25-3p,1
E2F1,hsa-miR-27b-3p,-1
E2F1,hsa-miR-29a-3p,1
E2F1,hsa-miR-4496-3p,1
E2F1,hsa-miR-449a-3p,1
E2F1,hsa-miR-224-3p,1
E2F1,hsa-miR-20a-3p,1
E2F1,hsa-miR-92a-3p,1
E2F1,hsa-miR-184-3p,1
E2F1,hsa-miR-18a-3p,1
E2F1,hsa-miR-7-3p,1
E2F1,hsa-miR-16-2-3p,1
E2F1,hsa-miR-19a-3p,1
E2F1,hsa-miR-19b-3p,1
E2F1,hsa-miR-19b-1-3p,1
E2F1,hsa-miR-202-3p,1
E2F1,hsa-miR-203-3p,1
E2F1,hsa-miR-195-3p,1
DNMT3A,hsa-miR-29a-3p,-1
E2F3,hsa-miR-16-3p,1
DNMT3A,hsa-let-7b-3p,-1
CREBBP,hsa-miR-21-3p,1
E2F3,hsa-miR-25-3p,1
CTCF,hsa-miR-375-3p,-1
E2F3,hsa-miR-20a-3p,1
CTNNB1,hsa-miR-124-1-3p,1
CTNNB1,hsa-miR-124-2-3p,1
CTNNB1,hsa-miR-124-3-3p,1
CTNNB1,hsa-miR-146a-3p,1
CTNNB1,hsa-miR-150-3p,1
DNMT3A,hsa-miR-124-3p,-1
CREB1,hsa-miR-9-1-3p,1
E2F7,hsa-miR-92a-3p,-1
E2F7,hsa-miR-7-3p,-1
E2F7,hsa-miR-27b-3p,-1
E2F7,hsa-miR-26a-3p,-1
E2F7,hsa-miR-25-3p,-1
E2F7,hsa-miR-16-3p,-1
E2F7,hsa-miR-15a-3p,-1
E2F3,hsa-miR-92a-1-3p,1
E2F3,hsa-miR-7-3p,1
E2F3,hsa-miR-27b-3p,1
E2F3,hsa-miR-26a-3p,1
CREB1,hsa-miR-320a-3p,1
CREB1,hsa-miR-335-3p,1
CREB1,hsa-miR-630-3p,1
E2F3,hsa-miR-92a-3p,1
E2F3,hsa-miR-200b-3p,-1
DLX5,hsa-miR-9-3-3p,1
DNMT1,hsa-miR-23b-3p,-1
DNMT1,hsa-miR-148a-3p,-1
DNMT1,hsa-miR-150-3p,-1
E2F3,hsa-miR-19b-1-3p,1
DNMT1,hsa-miR-429-3p,-1
DNMT1,hsa-miR-30c-3p,-1
DNMT1,hsa-miR-184-3p,-1
DNMT1,hsa-miR-30a-3p,-1
DNMT1,hsa-miR-200a-3p,-1
DNMT1,hsa-miR-200b-3p,-1
DNMT1,hsa-miR-218-3p,-1
DNMT1,hsa-miR-296-3p,-1
DDX6,hsa-miR-145-3p,-1
DDX6,hsa-miR-143-3p,-1
DDX5,hsa-miR-21-3p,1
CTNNB1,hsa-miR-199a-3p,-1
CTNNB1,hsa-miR-203-3p,-1
CTNNB1,hsa-miR-30e-3p,1
CTNNB1,hsa-miR-34a-3p,1
CTNNB1,hsa-miR-371-3p,1
CTNNB1,hsa-miR-372-3p,1
CTNNB1,hsa-miR-373-3p,1
DDX53,hsa-miR-200b-3p,-1
DNMT1,hsa-miR-27b-3p,-1
CTNNB1,hsa-miR-770-3p,1
CUX1,hsa-miR-214-3p,1
CXADR,hsa-miR-122-3p,-1
DDIT3,hsa-miR-708-3p,1
DDX5,hsa-miR-182-3p,1
AP-1,hsa-miR-21-3p,1
AP-1,hsa-miR-203-3p,1
AP-1,hsa-miR-199a-2-3p,1
AP-1,hsa-miR-155-3p,1
AP-1,hsa-miR-24-1-3p,-1
AP-1,hsa-miR-206-3p,1
STAT5A,hsa-miR-15a-3p,-1
RUNX1,hsa-miR-223-3p,-1
STAT5A,hsa-miR-195-3p,-1
STAT5A,hsa-miR-18a-3p,1
STAT5A,hsa-miR-183-3p,1
STAT5A,hsa-miR-17-3p,1
STAT5A,hsa-miR-16-3p,-1
STAT5A,hsa-miR-15b-3p,-1
STAT5A,hsa-miR-146b-3p,1
AP-1,hsa-miR-101-2-3p,1
AP-1,hsa-miR-27b-3p,-1
AP-1,hsa-miR-29b-1-3p,1
SNAI2,hsa-miR-1-3p,-1
BRD2,hsa-let-7a-3p,-1
BRD2,hsa-miR-143-3p,-1
BRD2,hsa-miR-15b-3p,-1
SHP,hsa-miR-433-3p,-1
SHP,hsa-miR-127-3p,-1
MRTFA,hsa-miR-143-3p,1
TLX,hsa-miR-9-3p,-1
BHLHE40,hsa-miR-205-3p,-1
CTGF,hsa-miR-302-3p,1
LIN28A,hsa-let-7b-3p,-1
LIN28A,hsa-let-7a-3p,-1
LIN28A,hsa-let-7d-3p,-1
LIN28A,hsa-let-7e-3p,-1
LIN28A,hsa-let-7f-3p,-1
LIN28A,hsa-let-7g-3p,-1
LIN28A,hsa-let-7i-3p,-1
IRF6,hsa-miR-9-1-3p,1
AP-1,hsa-miR-29a-3p,1
MRTFA,hsa-miR-145-3p,1
MRTFA,hsa-miR-199a-2-3p,1
WWTR1,hsa-miR-106b-3p,1
AGO2,hsa-let-7c-3p,1
AGO2,hsa-let-7b-3p,1
AGO2,hsa-let-7a-3p,1
STAT5A,hsa-miR-96-3p,1
WWTR1,hsa-miR-25-3p,1
STAT5A,hsa-miR-92a-1-3p,1
STAT5A,hsa-miR-20a-3p,1
STAT5A,hsa-miR-19b-1-3p,1
STAT5A,hsa-miR-19a-3p,1
AP-1,hsa-miR-378-3p,1
AP-1,hsa-miR-34c-3p,1
AP-1,hsa-miR-30a-3p,-1
STAT5A,hsa-miR-22-3p,-1
WWTR1,hsa-miR-93-3p,1
AGO2,hsa-let-7d-3p,1
AGO2,hsa-let-7e-3p,1
MRTFA,hsa-miR-214-3p,1
MRTFA,hsa-miR-3120-3p,1
LIN28A,hsa-let-7c-3p,-1
MYF6,hsa-miR-1-3p,1
MYF6,hsa-miR-133a-3p,1
MYF6,hsa-miR-206-3p,1
ESRRG,hsa-miR-127-3p,1
ESRRG,hsa-miR-433-3p,1
AGO2,hsa-let-7i-3p,1
AGO2,hsa-let-7g-3p,1
AGO2,hsa-let-7f-3p,1
EBNA-2,hsa-miR-155-3p,1
